S1,"S1 - other","S1 - time",S2,"S2 - other","S2 - time",E1_1,"E1_1 - other","E1_1 - time",E2,"E2 - other","E2 - time",E3,"E3 - other","E3 - time",E4,"E4 - other","E4 - time",E5,"E5 - other","E5 - time",A1,"A1 - other","A1 - time",A2,"A2 - other","A2 - time",A4,"A4 - other","A4 - time",A5,"A5 - other","A5 - time",A6,"A6 - other","A6 - time",A6_1,"A6_1 - other","A6_1 - time",A7,"A7 - other","A7 - time",A8,"A8 - other","A8 - time",A9,"A9 - other","A9 - time",A10,"A10 - other","A10 - time",A10_1,"A10_1 - other","A10_1 - time",S5,"S5 - other","S5 - time",S6,"S6 - other","S6 - time",S7,"S7 - other","S7 - time",S3,"S3 - other","S3 - time",S3_1,"S3_1 - other","S3_1 - time",C1,"C1 - other","C1 - time",C2,"C2 - other","C2 - time",C3,"C3 - other","C3 - time",C4,"C4 - other","C4 - time",C5,"C5 - other","C5 - time",C6,"C6 - other","C6 - time"
"""1""",,50,"""3""",,14,"[""4"",""5"",""6""]",,36,"{""4"":""2"",""5"":""3"",""6"":""4""}",,130,,,,,,,,,,"{""46"":""1"",""44"":""1"",""39"":""1"",""45"":""1""}",,38,"{""46"":{""LastName"":""Касперский"",""Company"":""Kaspersky""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""39"":{""LastName"":""Волож"",""Company"":""Yandex""},""45"":{""LastNameEmpty"":""1"",""Company"":""Microsoft""}}",,58,"[""45"",""44""]",,71,"{""44"":[""5""],""45"":[""6""]}",,17,"[""1"",""12"",""4"",""8"",""7""]",,34,"{""1"":[""4"",""6""],""4"":[""4"",""7""],""12"":[""4"",""7""],""8"":[""4"",""5"",""6""],""7"":[""5""]}",,48,,,,"[""1"",""11""]",,45,"[""1"",""3"",""9""]",,19,"{""7"":[""85"",""84""],""5"":[""85"",""83"",""84""],""8"":[""85"",""88"",""83"",""84""],""9"":[""85"",""83"",""84""],""2"":[""85"",""83"",""84""],""3"":[""85"",""84""],""6"":[""85""],""4"":[""85""],""1"":[""85"",""84""]}",,105,"{""14"":[""85"",""89"",""83"",""87"",""84""],""18"":[""85"",""83"",""84""],""16"":[""85"",""83"",""84""],""12"":[""86"",""85"",""89"",""83"",""84""],""15"":[""85"",""83"",""84""],""17"":[""86"",""85"",""89"",""83"",""84""],""11"":[""85"",""89"",""83"",""84""],""10"":[""90""],""13"":[""86"",""85"",""89"",""83"",""87"",""84""]}",,149,"""3""",,22,"""2""",,8,"""1""",,7,"""5""",,14,,,,"""1973""",,20,"""1""",,6,"""72""",,12,"""4""",,7,"""3""",,29,"[""2"",""11"",""19""]",,99
"""3""",,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""2""",,19,"""10""",,5,"[""7"",""8"",""10""]",,31,"{""7"":""1"",""8"":""2"",""10"":""2""}",,384,,,,,,,,,,"{""44"":""1"",""46"":""1"",""41"":""1""}",,50,"{""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""46"":{""LastName"":""Касперский"",""Company"":""Касперский""},""41"":{""LastName"":""Дуров"",""Company"":""В контакте""}}",,71,"[""99""]",,94,,,,"[""1"",""4"",""8"",""7""]",,27,"{""1"":[""7""],""7"":[""7""],""4"":[""7""],""8"":[""8""]}",,39,,,,"[""1"",""4"",""8"",""7"",""6"",""2"",""3"",""9""]",,23,"[""1""]",,11,"{""5"":[""85"",""84""],""6"":[""85"",""84""],""1"":[""85"",""89"",""84""],""3"":[""90""],""7"":[""85"",""86"",""89"",""84""],""2"":[""85"",""86"",""89"",""84""],""8"":[""85"",""84""],""9"":[""85"",""89"",""84""],""4"":[""84""]}",,84,"{""13"":[""85"",""86"",""89"",""84""],""18"":[""85"",""86"",""89""],""11"":[""85"",""84""],""14"":[""85"",""86"",""89"",""84""],""12"":[""85"",""84""],""17"":[""85"",""86"",""84""],""10"":[""90""],""16"":[""85"",""89"",""84""],""15"":[""85"",""86"",""84""]}",,94,"""2""",,9,"""3""",,7,"""2""",,6,,,,"""1""",,16,"""1984""",,5,"""1""",,3,"""2""",,4,"""3""",,5,"""9""",,34,"[""3"",""10""]",,51
"""1""",,24,"""5""",,9,"[""4"",""7"",""12""]","общение с коллегами",31,"{""4"":""2"",""7"":""3"",""12"":""2""}",,20,,,,,,,,,,"{""41"":""1"",""44"":""1""}",,119,"{""41"":{""LastName"":""Дуров "",""Company"":""Вкотакте""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""}}",,30,"[""46"",""40"",""41"",""44""]",,42,"{""46"":[""4""],""41"":[""4""],""40"":[""10""],""44"":[""4""]}",,30,"[""2"",""1"",""11"",""4"",""7""]",,20,"{""2"":[""10""],""11"":[""10""],""4"":[""10""],""7"":[""4"",""10""],""1"":[""4"",""10""]}",,62,,,,"[""2"",""3"",""1"",""4"",""7""]",,97,"[""9"",""12"",""2"",""3"",""1"",""5"",""11"",""4""]",,19,"{""1"":[""86"",""87"",""84"",""83"",""85"",""89""],""2"":[""86"",""87"",""84"",""83"",""85"",""89""],""5"":[""84"",""83"",""89""],""6"":[""84"",""83"",""89""],""8"":[""84"",""83""],""3"":[""84"",""83"",""89""],""4"":[""86"",""87"",""84"",""83"",""89""],""7"":[""84"",""83""],""9"":[""87"",""84"",""89""]}",,114,"{""18"":[""87"",""84"",""83""],""12"":[""84"",""83""],""15"":[""84"",""83""],""11"":[""84"",""83"",""85""],""14"":[""85"",""89""],""13"":[""84""],""16"":[""84"",""83""],""10"":[""90""],""17"":[""84""]}",,165,"""2""",,8,"""3""",,5,"""2""",,5,"""5""",,4,,,,"""1970""",,6,"""2""",,3,"""1""",,5,"""4""",,8,"""6""",,11,"[""2"",""11"",""23""]",,31
"""3""",,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""3""",,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""1""",,10,"""8""",,7,"[""4"",""7""]",,28,"{""4"":""5"",""7"":""2""}",,24,,,,,,,,,,"{""41"":""1""}",,19,"{""41"":{""LastName"":""Дуров"",""Company"":""вконтакте""}}",,17,"[""44"",""41""]",,17,"{""41"":[""7""],""44"":[""6"",""7""]}",,13,"[""9"",""11"",""7"",""6"",""4"",""8"",""1""]",,16,"{""9"":[""4""],""11"":[""4""],""8"":[""4""],""7"":[""7""],""6"":[""4""],""4"":[""7""],""1"":[""7""]}",,35,,,,"[""4"",""1""]",,17,"[""3"",""1""]",,22,"{""2"":[""89"",""85"",""84""],""7"":[""85"",""84""],""4"":[""90""],""1"":[""89"",""85"",""84""],""6"":[""85"",""84""],""8"":[""90""],""9"":[""84""],""3"":[""90""],""5"":[""85"",""84""]}",,85,"{""12"":[""85"",""84""],""15"":[""85""],""13"":[""85"",""84""],""14"":[""87"",""84""],""18"":[""89""],""10"":[""90""],""17"":[""89"",""85""],""11"":[""85"",""84""],""16"":[""84""]}",,64,"""3""",,11,"""6""",,16,"""1""",,4,"""8""",,6,,,,"""1983""",,5,"""2""",,3,"""1""",,4,"""4""",,5,"""3""",,9,"[""3""]",,33
"""2""",,11,"""5""",,12,"[""4"",""7""]",,18,"{""4"":""2"",""7"":""1""}",,20,,,,,,,,,,"{""44"":""1""}",,26,"{""44"":{""LastName"":""Цукерберг"",""Company"":""Фб""}}",,14,"[""40""]",,26,"{""40"":[""4""]}",,16,"[""5"",""2"",""4""]",,19,"{""2"":[""4"",""7""],""5"":[""4"",""7""],""4"":[""7""]}",,19,,,,"[""1"",""5"",""7"",""2""]",,26,"[""1""]",,22,"{""5"":[""83""],""8"":[""86""],""1"":[""86"",""83"",""84""],""3"":[""86""],""2"":[""86"",""83"",""84"",""85"",""88""],""4"":[""86"",""83"",""84""],""9"":[""86"",""83"",""89"",""84""],""7"":[""84""],""6"":[""86""]}",,76,"{""11"":[""86"",""83"",""89"",""84"",""85"",""88""],""14"":[""86"",""83"",""89"",""84"",""85"",""87"",""88""],""13"":[""86"",""83"",""85""],""12"":[""86"",""83"",""84"",""85""],""17"":[""90""],""16"":[""86"",""83"",""84"",""85""],""18"":[""86"",""83"",""89"",""84""],""10"":[""90""],""15"":[""86"",""83"",""89"",""84"",""85"",""88""]}",,91,"""2""",,15,"""1""",,8,"""2""",,7,,,,"""98""",Pr,17,"""1980""",,51,"""2""",,5,"""1""",,6,"""4""",,7,"""4""",,16,"[""10"",""24""]",,34
"""3""",,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""1""",,7,"""0""",,9,"[""99""]",,14,,,,,,,,,,,,,"{""49"":""1""}",,11,,,,"[""99""]",,3,,,,"[""99""]",,5,,,,,,,"[""99""]",,4,"[""99""]",,4,"{""5"":[""90""],""9"":[""90""],""4"":[""90""],""3"":[""90""],""6"":[""88""],""8"":[""90""],""1"":[""90""],""7"":[""90""],""2"":[""90""]}",,29,"{""11"":[""90""],""12"":[""90""],""14"":[""90""],""16"":[""90""],""17"":[""90""],""18"":[""90""],""13"":[""90""],""15"":[""90""],""10"":[""90""]}",,12,"""99""",,8,"""99""",,2,,,,"""99""",,3,,,,"""1966""",,9,"""2""",,3,"""37""",,5,"""4""",,3,"""9""",,4,"[""17""]",,6
"""3""",,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""1""",,13,"""7""",,7,"[""4"",""7"",""8""]",,14,"{""4"":""1"",""7"":""2"",""8"":""3""}",,17,,,,,,,,,,"{""45"":""1"",""41"":""1"",""402"":""1"",""44"":""1"",""46"":""1""}",,33,"{""45"":{""LastName"":""Балмер?"",""Company"":""Microsoft""},""41"":{""LastName"":""Дуров"",""Company"":""VKontakte""},""402"":{""LastNameEmpty"":""1"",""Company"":""Google""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""46"":{""LastNameEmpty"":""1"",""Company"":""Google?""}}",,59,"[""47"",""44"",""45"",""43"",""41""]",,23,"{""47"":[""4"",""7""],""43"":[""4""],""44"":[""4""],""41"":[""4"",""6"",""7""],""45"":[""4"",""7"",""8""]}",,36,"[""6"",""8"",""7"",""4"",""1""]",,20,"{""6"":[""4""],""8"":[""4"",""7""],""4"":[""4"",""6"",""7""],""7"":[""4"",""7""],""1"":[""4""]}",,24,,,,"[""6"",""10"",""2""]",,21,"[""6"",""9"",""8"",""7"",""4"",""2""]",,17,"{""3"":[""85""],""7"":[""86"",""84"",""85""],""8"":[""90""],""6"":[""83"",""85""],""9"":[""84"",""89""],""4"":[""83"",""86"",""85"",""89""],""1"":[""86"",""85"",""89""],""5"":[""83"",""85"",""89""],""2"":[""86"",""84"",""87""]}",,107,"{""15"":[""90""],""18"":[""83"",""89""],""12"":[""83"",""86"",""84"",""89""],""16"":[""89""],""13"":[""86""],""10"":[""89""],""17"":[""85""],""11"":[""83"",""89""],""14"":[""83"",""86"",""85"",""89""]}",,103,"""1""",,12,"""3""",,3,"""4""",,7,"""5""",,6,,,,"""1990""",,5,"""1""",,3,"""1""",,3,"""5""",,10,"""5""",,17,"[""3"",""11"",""16""]",,43
"""3""",,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""1""",,20,"""12""",,7,"[""7"",""8"",""9"",""10"",""11""]",,32,"{""7"":""1"",""8"":""1"",""9"":""2"",""10"":""3"",""11"":""2""}",,25,,,,,,,,,,"{""44"":""1"",""46"":""1"",""41"":""1"",""39"":""1"",""401"":""1"",""40"":""1""}",,57,"{""44"":{""LastName"":""Цукерберг"",""Company"":""Фейсбук""},""46"":{""LastName"":""Касперский"",""Company"":""ЛК""},""41"":{""LastName"":""Дуров"",""Company"":""ВК""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""401"":{""LastName"":""Артамонова"",""Company"":""Мейлру""},""40"":{""LastName"":""Гришин"",""Company"":""Мейлру""}}",,57,"[""41"",""40"",""401"",""39"",""44""]",,28,"{""41"":[""4"",""6"",""7"",""8""],""40"":[""4"",""7"",""8""],""39"":[""4"",""7"",""8""],""44"":[""4"",""5"",""6"",""7"",""8""],""401"":[""7"",""8""]}",,52,"[""4"",""10"",""7"",""8"",""1""]",,41,"{""4"":[""4"",""5"",""6"",""7"",""8""],""7"":[""4"",""5"",""6"",""7"",""8""],""10"":[""8""],""8"":[""4"",""5"",""6"",""7"",""8""],""1"":[""4"",""5"",""6"",""7"",""8""]}",,76,,,,"[""4"",""3"",""1""]",,20,"[""3"",""1""]",,16,"{""5"":[""84"",""89""],""6"":[""84"",""85"",""89""],""2"":[""84"",""85"",""89"",""86""],""4"":[""84"",""89"",""83""],""8"":[""84"",""83""],""3"":[""84"",""89"",""83""],""7"":[""84"",""89""],""1"":[""84"",""85"",""89"",""86""],""9"":[""84"",""89""]}",,107,"{""17"":[""84"",""89"",""83""],""10"":[""84""],""14"":[""84"",""85"",""89"",""83""],""15"":[""84"",""89"",""83""],""18"":[""84"",""89""],""12"":[""84"",""89""],""11"":[""84"",""89"",""83""],""16"":[""84"",""85""],""13"":[""84"",""85"",""89"",""86"",""83""]}",,104,"""4""",,14,"""2""",,6,,,,"""2""",,8,,,,"""1979""",,6,"""1""",,4,"""2""",,4,"""3""",,9,"""5""",,20,"[""3"",""7"",""17""]",,41
"""2""",,36,"""12""",,10,"[""4"",""6""]",,43,"{""4"":""1"",""6"":""2""}",,128,,,,,,,,,,"{""49"":""1""}",,41,,,,"[""46""]",,57,"{""46"":[""4""]}",,32,"[""9"",""11"",""8""]",,34,"{""11"":[""4"",""6""],""8"":[""4""],""9"":[""4""]}",,25,,,,"[""99""]",,85,"[""99""]",,21,"{""7"":[""84""],""6"":[""85""],""8"":[""90""],""4"":[""90""],""3"":[""90""],""9"":[""90""],""5"":[""84"",""85""],""1"":[""84"",""85""],""2"":[""90""]}",,167,"{""17"":[""90""],""15"":[""84"",""89"",""85""],""13"":[""90""],""12"":[""84"",""85""],""16"":[""90""],""11"":[""89"",""86""],""10"":[""90""],""18"":[""90""],""14"":[""84"",""83"",""89"",""85""]}",,128,"""2""",,24,"""99""",,15,"""2""",,16,,,,"""98""",телефония,47,"""1976""",,81,"""1""",,4,"""1""",,8,"""4""",,50,"""4""",,36,"[""2""]",,44
"""1""",,4,"""3""",,7,"[""4"",""7"",""8"",""9""]",,24,"{""4"":""3"",""7"":""2"",""8"":""4"",""9"":""2""}",,23,,,,,,,,,,"{""41"":""1"",""40"":""1"",""39"":""1"",""44"":""1"",""400"":""1"",""401"":""1""}",,35,"{""41"":{""LastName"":""Брин"",""Company"":""google""},""40"":{""LastName"":""Гришин"",""Company"":""Mail.Ru""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""400"":{""LastNameEmpty"":""1"",""Company"":""Энвижн Гру""},""401"":{""LastName"":""Артамонова"",""Company"":""Mail.Ru""}}",,364,"[""46"",""44"",""41"",""40"",""401"",""39""]",,25,"{""46"":[""7"",""8""],""44"":[""7"",""8""],""41"":[""7""],""401"":[""4"",""7""],""39"":[""1"",""4"",""7"",""8""],""40"":[""4"",""7"",""8""]}",,37,"[""3"",""12"",""4"",""2"",""8"",""1"",""11"",""7"",""9""]",,19,"{""3"":[""4""],""1"":[""4"",""7"",""8""],""12"":[""4"",""7"",""8""],""4"":[""4"",""7"",""8""],""11"":[""4"",""7"",""8""],""2"":[""4"",""7"",""8""],""7"":[""4"",""7"",""8""],""8"":[""4"",""7"",""8""],""9"":[""4"",""7"",""8""]}",,29,,,,"[""3"",""2"",""8"",""6"",""1"",""7""]",,11,"[""3"",""2"",""8""]",,18,"{""2"":[""84""],""5"":[""85""],""8"":[""84""],""1"":[""83"",""85"",""89"",""84""],""6"":[""90""],""7"":[""85"",""84""],""4"":[""90""],""9"":[""83"",""85"",""89"",""87"",""86"",""84"",""88""],""3"":[""83"",""85"",""84""]}",,69,"{""13"":[""85"",""89"",""84""],""12"":[""83"",""85"",""89"",""84""],""17"":[""85"",""89"",""86"",""84""],""15"":[""83"",""85"",""89"",""86"",""84""],""16"":[""90""],""18"":[""83"",""85"",""89"",""87"",""86"",""84"",""88""],""14"":[""83"",""85"",""89"",""87"",""86"",""84"",""88""],""11"":[""83"",""85"",""89"",""86"",""84""],""10"":[""83"",""84""]}",,80,"""98""",бренд-менеджер,22,"""6""",,14,,,,"""5""",,9,,,,"""1985""",,7,"""2""",,3,"""1""",,4,"""3""",,4,"""4""",,18,"[""11"",""13"",""26""]",,30
"""2""",,10,"""43""",,7,"[""2"",""4"",""8"",""9"",""10""]",,33,"{""2"":""2"",""4"":""2"",""8"":""3"",""9"":""3"",""10"":""3""}",,45,,,,,,,,,,"{""43"":""1"",""45"":""1"",""48"":""1"",""41"":""1"",""44"":""1"",""46"":""1"",""401"":""1"",""40"":""1"",""39"":""1""}",,47,"{""43"":{""LastName"":""Шмидт"",""Company"":""Гугл""},""45"":{""LastName"":""Балмер"",""Company"":""Майкрософт""},""48"":{""LastName"":""Долгов"",""Company"":""Ибей-Россия""},""41"":{""LastName"":""Павел Дуров"",""Company"":""ВКонтакте""},""44"":{""LastName"":""Цукерберг"",""Company"":""Фэйсбук""},""46"":{""LastName"":""Касперский"",""Company"":""Касперский Лаб""},""401"":{""LastName"":""Артамонова"",""Company"":""Мэйл.Ру""},""40"":{""LastName"":""Гришин"",""Company"":""Мэйл.Ру""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""}}",,339,"[""40"",""48"",""45"",""41"",""44"",""39"",""46""]",,28,"{""40"":[""4"",""8""],""48"":[""1"",""4"",""5"",""8""],""44"":[""1"",""4""],""45"":[""1"",""4""],""39"":[""1"",""4"",""8""],""41"":[""1"",""4"",""5"",""8""],""46"":[""1"",""4""]}",,56,"[""8"",""4"",""1"",""3"",""6"",""5"",""7""]",,22,"{""8"":[""1"",""4"",""8""],""4"":[""1"",""4"",""8""],""6"":[""1"",""4""],""1"":[""1"",""4""],""5"":[""4""],""3"":[""1"",""4""],""7"":[""1"",""4"",""8""]}",,73,,,,"[""4"",""1"",""2"",""3"",""5"",""7""]",,26,"[""8"",""1"",""2"",""3"",""9""]",,27,"{""9"":[""84""],""4"":[""84""],""1"":[""86""],""2"":[""86""],""8"":[""89""],""7"":[""85""],""5"":[""83"",""86"",""89""],""3"":[""85"",""86"",""89""],""6"":[""86""]}",,175,"{""12"":[""85"",""86"",""84""],""17"":[""85"",""86""],""15"":[""85"",""86"",""84"",""89""],""13"":[""83"",""86"",""89""],""11"":[""83"",""85"",""86"",""84""],""16"":[""83"",""84""],""14"":[""83"",""86"",""89""],""18"":[""83"",""87"",""89""],""10"":[""83"",""85"",""86"",""84""]}",,99,"""2""",,24,"""99""",,8,"""1""",,9,,,,"""99""",,30,"""1970""",,6,"""1""",,4,"""1""",,4,"""4""",,7,"""5""",,18,"[""26""]",,29
"""1""",,9,"""14""",,8,"[""4"",""5"",""7"",""8"",""9"",""10"",""11""]",,16,"{""4"":""2"",""5"":""1"",""7"":""1"",""8"":""3"",""9"":""3"",""10"":""5"",""11"":""4""}",,48,,,,,,,,,,"{""46"":""1"",""44"":""1"",""45"":""1"",""39"":""1"",""47"":""1"",""41"":""1"",""401"":""1""}",,38,"{""46"":{""LastName"":""касперский"",""Company"":""касперский лаб""},""44"":{""LastName"":""цукерберг"",""Company"":""фэйзбук""},""45"":{""LastName"":""балмер"",""Company"":""мс""},""39"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""47"":{""LastName"":""белоусов"",""Company"":""паралелс""},""41"":{""LastName"":""дуров"",""Company"":""вконтакте""},""401"":{""LastName"":""артамонова"",""Company"":""мэйл""}}",,187,"[""47"",""43"",""401"",""48"",""46"",""42"",""40"",""41"",""45""]",,44,"{""47"":[""5""],""42"":[""5"",""7""],""40"":[""5""],""43"":[""4""],""401"":[""7""],""41"":[""4""],""48"":[""5""],""46"":[""5""],""45"":[""4""]}",,58,"[""8"",""5"",""2"",""1"",""10"",""6""]",,24,"{""8"":[""4""],""1"":[""4""],""5"":[""5""],""10"":[""4"",""5""],""6"":[""4""],""2"":[""7""]}",,62,,,,"[""1"",""10"",""6""]",,52,"[""8"",""10"",""6""]",,19,"{""8"":[""85""],""2"":[""85""],""9"":[""90""],""5"":[""86"",""85"",""84""],""4"":[""90""],""1"":[""86"",""85""],""7"":[""85""],""6"":[""85""],""3"":[""90""]}",,77,"{""13"":[""86"",""89"",""87"",""83"",""85"",""84""],""14"":[""86"",""89"",""87"",""83"",""85"",""84""],""18"":[""86"",""89"",""87"",""83"",""85"",""84""],""10"":[""90""],""11"":[""86"",""85""],""16"":[""86"",""85"",""84""],""17"":[""86"",""89"",""85"",""84""],""12"":[""86"",""85""],""15"":[""85"",""84""]}",,113,"""1""",,5,"""4""",,5,"""3""",,8,"""2""",,6,,,,"""1976""",,8,"""1""",,3,"""1""",,13,"""4""",,4,"""6""",,9,"[""3"",""13"",""17""]",,62
"""1""",,59,"""6""",,9,"[""4"",""6"",""7"",""8"",""11""]",,26,"{""4"":""3"",""6"":""4"",""7"":""1"",""8"":""2"",""11"":""5""}",,34,,,,,,,,,,"{""46"":""1"",""44"":""1"",""45"":""1"",""39"":""1"",""41"":""1""}",,28,"{""46"":{""LastName"":""Касперский"",""Company"":""Kaspersky Lab""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""45"":{""LastName"":""Balmer"",""Company"":""Microsoft""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""41"":{""LastName"":""Дуров"",""Company"":""ВКонтакте""}}",,166,"[""45"",""46""]",,25,"{""45"":[""4"",""6"",""7""],""46"":[""4"",""6""]}",,25,"[""8"",""1"",""2"",""6"",""9""]",,24,"{""8"":[""6"",""7"",""8""],""1"":[""7"",""8""],""2"":[""4"",""7"",""8""],""6"":[""7"",""8""],""9"":[""7"",""8""]}",,36,,,,"[""8"",""4"",""7"",""9""]",,19,"[""8"",""1"",""2"",""4"",""9""]",,18,"{""6"":[""85"",""89"",""86""],""8"":[""85"",""84""],""2"":[""85"",""89"",""86"",""83"",""84""],""7"":[""85"",""84""],""5"":[""83""],""3"":[""89""],""9"":[""89"",""84""],""1"":[""85"",""89"",""83"",""84""],""4"":[""85"",""89"",""86"",""83"",""84""]}",,153,"{""11"":[""85"",""89""],""13"":[""85"",""89"",""86"",""83"",""84""],""10"":[""90""],""14"":[""87"",""89"",""86"",""83""],""18"":[""89""],""15"":[""85"",""89"",""86"",""83"",""84""],""17"":[""85"",""89"",""86"",""83"",""84""],""16"":[""85"",""84""],""12"":[""85"",""84""]}",,120,"""2""",,6,"""2""",,5,"""3""",,4,"""1""",,10,,,,"""1988""",,5,"""1""",,2,"""32""",,11,"""4""",,7,"""5""",,20,"[""1"",""3"",""16""]",,46
"""1""",,12,"""6""",,11,"[""4"",""5"",""6"",""7""]",,25,"{""4"":""2"",""5"":""1"",""6"":""2"",""7"":""1""}",,30,,,,,,,,,,"{""41"":""1"",""401"":""1"",""46"":""1"",""44"":""1""}",,53,"{""41"":{""LastName"":""дуров"",""Company"":""вк""},""401"":{""LastName"":""хз"",""Company"":""google""},""46"":{""LastName"":""касперский"",""Company"":""kaspersky lab""},""44"":{""LastName"":""цукерберг"",""Company"":""fb""}}",,63,"[""39"",""44"",""41"",""46""]",,23,"{""39"":[""4"",""8""],""46"":[""4"",""5"",""6""],""44"":[""1"",""4"",""5"",""6"",""7""],""41"":[""4"",""7""]}",,42,"[""4"",""2"",""11"",""8"",""3"",""7"",""1""]",,26,"{""4"":[""4"",""7""],""2"":[""4"",""7""],""11"":[""4"",""6""],""8"":[""1"",""4"",""5"",""6"",""7""],""1"":[""1"",""4"",""5"",""6"",""7""],""3"":[""4"",""7""],""7"":[""4"",""6"",""7""]}",,85,,,,"[""8"",""1""]",,15,"[""99""]",,13,"{""4"":[""84"",""85""],""8"":[""84"",""83""],""3"":[""84"",""85""],""9"":[""84"",""85""],""5"":[""84"",""85""],""2"":[""86"",""84"",""85"",""83""],""6"":[""84""],""7"":[""84"",""85""],""1"":[""86"",""84"",""85""]}",,98,"{""11"":[""84"",""85"",""83""],""12"":[""84"",""85""],""13"":[""86"",""84"",""85""],""10"":[""86"",""84"",""85""],""16"":[""86"",""84"",""85""],""14"":[""86"",""84"",""85""],""17"":[""86"",""84"",""85""],""15"":[""86"",""84"",""85""],""18"":[""86"",""84"",""85""]}",,78,"""2""",,14,"""2""",,8,"""3""",,7,"""6""",,6,,,,"""1986""",,7,"""1""",,2,"""1""",,5,"""4""",,7,"""5""",,24,"[""11"",""19"",""26""]",,59
"""1""",,14,"""8""",,11,"[""11""]",,54,"{""11"":""4""}",,15,,,,,,,,,,"{""39"":""1"",""44"":""1"",""41"":""1""}",,20,"{""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""44"":{""LastName"":""Цукерберг"",""Company"":""Фэйсбук""},""41"":{""LastName"":""Дуров"",""Company"":""ВКонтакте""}}",,42,"[""43"",""44"",""41"",""46"",""39""]",,69,"{""43"":[""4"",""7""],""46"":[""5"",""6""],""44"":[""4"",""5"",""6"",""7"",""8""],""39"":[""6"",""7"",""8""],""41"":[""4"",""7""]}",,193,"[""3""]",,224,"{""3"":[""4""]}",,58,,,,"[""3"",""4"",""1""]",,25,"[""2"",""3"",""1""]",,22,"{""6"":[""84"",""85""],""5"":[""84"",""86""],""1"":[""84"",""85""],""9"":[""84"",""85""],""3"":[""84"",""85""],""4"":[""84"",""85""],""7"":[""84"",""85"",""89""],""2"":[""84"",""85"",""83""],""8"":[""84"",""85""]}",,187,"{""18"":[""84"",""85""],""14"":[""84"",""85"",""83""],""12"":[""84"",""85"",""86""],""17"":[""84"",""85"",""86"",""83""],""16"":[""84"",""85"",""83""],""11"":[""84"",""85"",""86"",""83""],""10"":[""84"",""85"",""86""],""13"":[""84"",""85"",""86""],""15"":[""84"",""85"",""86"",""83""]}",,103,"""4""",,65,"""1""",,4,,,,"""1""",,11,,,,"""1981""",,5,"""1""",,6,"""1""",,4,"""4""",,5,"""5""",,19,"[""3"",""11"",""19""]",,78
"""1""",,20,"""4""",,10,"[""2"",""4"",""6"",""7"",""11""]",,60,"{""2"":""4"",""4"":""3"",""6"":""2"",""7"":""1"",""11"":""3""}",,43,,,,,,,,,,"{""44"":""1""}",,128,"{""44"":{""LastName"":""Цукерберг"",""Company"":""основатель фейсбука""}}",,100,"[""99""]",,40,,,,"[""11"",""2""]",,90,"{""11"":[""4""],""2"":[""4""]}",,20,,,,"[""11"",""3"",""1""]",,24,"[""99""]",,20,"{""6"":[""84"",""83""],""7"":[""84"",""89""],""9"":[""90""],""8"":[""84"",""89""],""3"":[""90""],""5"":[""90""],""1"":[""84"",""83"",""89""],""4"":[""90""],""2"":[""84"",""83""]}",,115,"{""10"":[""90""],""11"":[""85""],""17"":[""84"",""85"",""89""],""15"":[""84"",""83""],""13"":[""84"",""85"",""89""],""12"":[""84"",""85""],""14"":[""84"",""85""],""16"":[""84"",""85""],""18"":[""89""]}",,70,"""2""",,20,"""6""",,9,"""2""",,40,"""5""",,7,,,,"""1979""",,10,"""2""",,3,"""39""",,6,"""4""",,6,"""9""",,35,"[""10"",""23"",""24""]",,69
